#Frame          1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21       22       23       24       25       26       27       28       29       30       31       32       33       34       35       36       37       38       39       40       41       42       43       44       45       46       47       48       49       50       51       52       53       54       55       56       57       58       59       60       61       62       63       64       65       66       67       68       69       70       71       72       73       74       75       76       77       78       79       80       81       82       83       84       85       86       87       88       89       90       91       92       93       94       95       96       97       98       99      100      101      102
      21    2.662    2.522    2.401    2.243    2.138    2.015    1.887    1.751    1.650    1.554    1.432    1.360    1.265    1.156    1.077    1.002    0.944    0.828    0.700    0.609    0.000    0.622    0.724    0.820    0.905    1.019    1.142    1.222    1.334    1.438    1.516    1.588    1.702    1.824    1.926    2.045    2.187    2.251    2.376    2.414    2.557    2.672    2.760    2.847    2.972    3.064    3.244    3.306    3.482    3.591    3.630    3.700    3.861    3.912    3.972    4.075    4.102    4.228    4.312    4.353    4.446    4.523    4.632    4.684    4.748    4.825    4.909    4.902    4.992    5.041    5.110    5.174    5.272    5.296    5.318    5.386    5.401    5.407    5.484    5.533    5.558    5.563    5.591    5.572    5.615    5.633    5.689    5.639    5.702    5.743    5.728    5.740    5.770    5.773    5.798    5.839    5.827    5.843    5.909    5.873    5.847    5.899
      22    2.760    2.627    2.496    2.351    2.256    2.127    1.997    1.861    1.753    1.657    1.541    1.454    1.364    1.256    1.182    1.097    1.056    0.943    0.803    0.738    0.622    0.000    0.599    0.729    0.800    0.877    0.997    1.094    1.219    1.332    1.385    1.464    1.570    1.698    1.797    1.909    2.041    2.109    2.236    2.275    2.416    2.538    2.626    2.718    2.844    2.942    3.120    3.179    3.356    3.461    3.504    3.576    3.740    3.792    3.852    3.952    3.981    4.109    4.196    4.240    4.333    4.410    4.518    4.571    4.627    4.705    4.790    4.781    4.867    4.919    4.990    5.053    5.149    5.175    5.195    5.266    5.278    5.288    5.362    5.414    5.439    5.446    5.474    5.455    5.495    5.516    5.572    5.521    5.584    5.626    5.607    5.621    5.650    5.655    5.679    5.721    5.706    5.723    5.785    5.750    5.725    5.775
      23    2.863    2.733    2.609    2.456    2.363    2.240    2.104    1.978    1.871    1.767    1.662    1.576    1.478    1.374    1.285    1.197    1.171    1.064    0.904    0.839    0.724    0.599    0.000    0.614    0.716    0.823    0.925    1.009    1.125    1.236    1.274    1.354    1.466    1.595    1.680    1.790    1.924    1.993    2.109    2.148    2.292    2.420    2.505    2.598    2.723    2.824    3.005    3.063    3.243    3.346    3.395    3.466    3.625    3.673    3.733    3.838    3.865    3.996    4.081    4.126    4.220    4.296    4.403    4.459    4.515    4.595    4.677    4.671    4.763    4.816    4.887    4.946    5.043    5.071    5.088    5.158    5.170    5.181    5.256    5.310    5.336    5.345    5.370    5.355    5.399    5.415    5.473    5.423    5.484    5.524    5.506    5.523    5.549    5.551    5.582    5.625    5.606    5.622    5.685    5.650    5.623    5.678
      24    2.963    2.832    2.705    2.563    2.459    2.344    2.207    2.081    1.976    1.876    1.768    1.688    1.593    1.478    1.394    1.298    1.251    1.135    1.002    0.921    0.820    0.729    0.614    0.000    0.599    0.685    0.840    0.902    1.018    1.096    1.152    1.252    1.358    1.498    1.577    1.672    1.811    1.887    1.996    2.038    2.182    2.301    2.383    2.481    2.613    2.712    2.893    2.952    3.132    3.233    3.286    3.350    3.513    3.557    3.617    3.725    3.754    3.881    3.965    4.014    4.113    4.194    4.296    4.355    4.407    4.487    4.573    4.566    4.657    4.709    4.780    4.838    4.941    4.970    4.985    5.053    5.069    5.076    5.155    5.206    5.237    5.250    5.279    5.260    5.303    5.321    5.376    5.326    5.389    5.429    5.413    5.431    5.461    5.461    5.493    5.537    5.521    5.537    5.601    5.569    5.541    5.594
      25    3.028    2.900    2.769    2.632    2.527    2.416    2.286    2.171    2.062    1.967    1.866    1.782    1.674    1.555    1.473    1.390    1.340    1.225    1.085    0.995    0.905    0.800    0.716    0.599    0.000    0.617    0.771    0.837    0.970    1.042    1.085    1.196    1.297    1.428    1.519    1.622    1.756    1.824    1.944    1.988    2.125    2.243    2.335    2.430    2.555    2.658    2.838    2.898    3.076    3.175    3.219    3.286    3.447    3.496    3.556    3.665    3.693    3.819    3.907    3.959    4.058    4.137    4.244    4.298    4.352    4.431    4.520    4.512    4.602    4.658    4.727    4.787    4.891    4.920    4.938    5.005    5.019    5.023    5.097    5.151    5.181    5.196    5.224    5.206    5.248    5.265    5.322    5.274    5.338    5.375    5.358    5.376    5.407    5.406    5.439    5.482    5.466    5.483    5.547    5.518    5.490    5.542
      26    3.125    3.000    2.862    2.729    2.623    2.509    2.383    2.256    2.154    2.066    1.951    1.868    1.770    1.651    1.569    1.489    1.443    1.314    1.196    1.112    1.019    0.877    0.823    0.685    0.617    0.000    0.616    0.687    0.823    0.884    0.950    1.071    1.172    1.307    1.381    1.485    1.615    1.687    1.821    1.862    1.998    2.114    2.199    2.302    2.424    2.523    2.696    2.760    2.939    3.045    3.087    3.152    3.317    3.366    3.431    3.535    3.562    3.688    3.775    3.826    3.926    4.007    4.116    4.168    4.220    4.301    4.390    4.383    4.467    4.522    4.594    4.653    4.754    4.786    4.802    4.872    4.885    4.893    4.972    5.022    5.051    5.069    5.096    5.076    5.119    5.132    5.188    5.145    5.207    5.247    5.233    5.251    5.279    5.282    5.314    5.360    5.345    5.365    5.427    5.398    5.371    5.419
      27    3.221    3.099    2.961    2.830    2.729    2.612    2.491    2.365    2.262    2.175    2.061    1.965    1.885    1.770    1.694    1.608    1.552    1.432    1.313    1.239    1.142    0.997    0.925    0.840    0.771    0.616    0.000    0.554    0.728    0.826    0.869    0.998    1.093    1.206    1.290    1.398    1.521    1.601    1.734    1.773    1.902    2.029    2.117    2.220    2.327    2.418    2.593    2.663    2.841    2.947    2.979    3.046    3.210    3.260    3.323    3.432    3.463    3.586    3.667    3.718    3.820    3.897    4.012    4.062    4.109    4.189    4.279    4.274    4.356    4.417    4.488    4.546    4.644    4.679    4.696    4.768    4.780    4.788    4.865    4.915    4.944    4.961    4.990    4.973    5.013    5.027    5.081    5.042    5.101    5.142    5.129    5.145    5.174    5.177    5.211    5.259    5.242    5.263    5.328    5.301    5.274    5.324
      28    3.319    3.193    3.055    2.924    2.827    2.714    2.595    2.470    2.366    2.282    2.166    2.069    1.991    1.876    1.796    1.710    1.647    1.533    1.413    1.324    1.222    1.094    1.009    0.902    0.837    0.687    0.554    0.000    0.613    0.717    0.763    0.884    0.992    1.092    1.178    1.279    1.409    1.492    1.620    1.662    1.790    1.913    2.005    2.109    2.210    2.306    2.477    2.549    2.722    2.826    2.863    2.931    3.091    3.142    3.214    3.322    3.351    3.473    3.554    3.610    3.706    3.782    3.898    3.949    3.999    4.079    4.167    4.164    4.248    4.312    4.388    4.446    4.547    4.582    4.598    4.667    4.680    4.687    4.767    4.819    4.849    4.867    4.897    4.879    4.920    4.935    4.989    4.948    5.008    5.046    5.039    5.058    5.087    5.091    5.125    5.174    5.159    5.179    5.244    5.217    5.190    5.240
      29    3.424    3.296    3.163    3.035    2.936    2.824    2.704    2.587    2.486    2.397    2.288    2.201    2.124    2.014    1.915    1.834    1.768    1.654    1.520    1.436    1.334    1.219    1.125    1.018    0.970    0.823    0.728    0.613    0.000    0.633    0.706    0.839    0.936    1.044    1.114    1.210    1.335    1.422    1.555    1.587    1.719    1.823    1.916    2.020    2.115    2.208    2.374    2.441    2.615    2.723    2.761    2.826    2.987    3.047    3.117    3.227    3.252    3.378    3.457    3.508    3.608    3.687    3.797    3.849    3.901    3.983    4.070    4.070    4.159    4.224    4.299    4.353    4.454    4.486    4.505    4.580    4.593    4.602    4.682    4.733    4.760    4.783    4.811    4.793    4.834    4.848    4.905    4.864    4.928    4.965    4.961    4.976    5.005    5.009    5.044    5.098    5.079    5.098    5.163    5.138    5.109    5.161
      30    3.524    3.398    3.263    3.136    3.036    2.924    2.804    2.691    2.582    2.494    2.382    2.298    2.229    2.114    2.017    1.932    1.878    1.744    1.633    1.537    1.438    1.332    1.236    1.096    1.042    0.884    0.826    0.717    0.633    0.000    0.592    0.734    0.813    0.917    1.006    1.086    1.216    1.305    1.447    1.475    1.597    1.704    1.788    1.886    1.986    2.086    2.246    2.316    2.488    2.591    2.634    2.701    2.863    2.926    2.999    3.101    3.126    3.249    3.331    3.389    3.487    3.565    3.680    3.734    3.788    3.869    3.954    3.956    4.047    4.113    4.190    4.246    4.346    4.382    4.396    4.468    4.480    4.490    4.574    4.624    4.654    4.679    4.705    4.687    4.732    4.744    4.802    4.761    4.824    4.858    4.855    4.874    4.902    4.905    4.944    4.995    4.979    5.003    5.067    5.042    5.016    5.068
      31    3.614    3.490    3.353    3.225    3.130    3.015    2.897    2.783    2.679    2.587    2.477    2.391    2.318    2.202    2.104    2.004    1.945    1.826    1.703    1.611    1.516    1.385    1.274    1.152    1.085    0.950    0.869    0.763    0.706    0.592    0.000    0.625    0.703    0.814    0.881    0.971    1.092    1.180    1.331    1.372    1.485    1.596    1.681    1.781    1.885    1.985    2.152    2.215    2.386    2.490    2.531    2.598    2.757    2.816    2.891    2.994    3.014    3.141    3.229    3.288    3.380    3.460    3.572    3.627    3.682    3.762    3.847    3.847    3.942    4.003    4.078    4.134    4.232    4.270    4.289    4.362    4.375    4.386    4.472    4.521    4.553    4.579    4.605    4.587    4.635    4.649    4.701    4.661    4.725    4.756    4.751    4.772    4.800    4.805    4.846    4.897    4.881    4.903    4.965    4.940    4.910    4.966
      32    3.693    3.570    3.428    3.302    3.210    3.093    2.973    2.864    2.758    2.659    2.547    2.453    2.376    2.267    2.161    2.055    2.009    1.887    1.768    1.681    1.588    1.464    1.354    1.252    1.196    1.071    0.998    0.884    0.839    0.734    0.625    0.000    0.586    0.718    0.785    0.878    0.987    1.063    1.227    1.265    1.388    1.493    1.578    1.673    1.777    1.883    2.042    2.110    2.283    2.384    2.431    2.509    2.669    2.723    2.796    2.901    2.927    3.056    3.134    3.198    3.298    3.379    3.495    3.553    3.613    3.690    3.775    3.780    3.876    3.938    4.012    4.065    4.165    4.200    4.220    4.294    4.307    4.318    4.403    4.454    4.490    4.516    4.544    4.524    4.574    4.589    4.645    4.600    4.668    4.702    4.698    4.723    4.748    4.756    4.792    4.840    4.820    4.844    4.904    4.877    4.845    4.905
